estado;regiao;interestpol;high_interest;high_med_interest;med_interest;low_interest;low_no_interest;sem_interest;votedifsex1;votedifsex2;evervotefem;faltapoiofam;dific_conc_h;apoio_party;falta_interesse;div_sexual_trab;reasonparty;presidsymbolic;femrightsconhece;femrightsenough;parityagree;quotapunish;quotasenathird;haspartner;housekeep;haskids;haskidsin;haskidsinlittle;kidscare;kidstotal;wannakids;paidjob;assoc;levelasOUTDATED;levelassoc;familysupport;partnersupport;partnchangcitsupport;candwchance;thinkcand;sex;ageinterval;educalevel;incomeinterval;religion;pesos
rio de Janeiro;sudeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;simmulheres_engajados/as_feministas;faz_diferenca;sim;outro;outro;outro;outro;outro;na;influencia;conhece;insuficientes;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;nao_apoiaria;sim;sim_mas_nunca_se_candidatou;masculino;60 anos ou mais;ensino_medio;mais de 5 a 10 sm;evangelica;0,040107889
rio de Janeiro;sudeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;simmulheres_engajados/as_feministas;faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;na;sim;a favor;na;na;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;na;na;sim;sim_e_ja_se_candidatou;masculino;60 anos ou mais;ensino_superior;na;outra;0,040107889
rio de Janeiro;sudeste;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;nao_conhece;voce desconhece a legislacao;discorda;nao;contra;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;nao;sou_membro_de_assoc;baixo;sou_membro_de_assocbaixo;apoiaria;apoiaria;apoiaria;sim;sim_mas_nunca_se_candidatou;masculino;60 anos ou mais;ensino_superior;mais de 5 a 10 sm;sem religiao ou crenca;0,040107889
rio de Janeiro;sudeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;contra;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;nao_apoiaria;sim;sim_mas_nunca_se_candidatou;masculino;de 30 a 39;ensino_superior;mais de 10 sm;sem religiao ou crenca;0,040107889
rio de Janeiro;sudeste;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_comp;filhos_peq_cuida_comp;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;de 20 a 29;ensino_medio;mais de 2 a 5 sm;sem religiao ou crenca;0,040107889
rio de Janeiro;sudeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;nao influencia;nao_conhece;voce desconhece a legislacao;discorda;sim;contra;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;nao_apoiaria;nao_apoiaria;nao;nao_nunca_pensou;masculino;60 anos ou mais;ensino_superior;na;na;0,040107889
rio grande de norte;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;nao_apoiaria;sim;nao_nunca_pensou;masculino;de 50 a 59;ensino_medio;mais de 5 a 10 sm;espirita;0,008010789
rio grande de norte;nordeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;nao tem filhos;nao_tem_filhos;nao_tem_filhos; ;nao_tem_filhos;nao_quero_ter_fihos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;masculino;de 20 a 29;ensino_medio;sem renda;sem religiao ou crenca;0,008010789
rio grande de norte;nordeste;na;nao_alto;na;nao_medio;nao_baixo;na;na;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;suficientes;concorda;nao;a favor;nao_tem_companh;nao_tem_companh;nao tem filhos;nao_tem_filhos;nao_tem_filhos; ;nao_tem_filhos;quero_ter_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;masculino;de 20 a 29;ensino_fundamental;ate 2 sm;catolica;0,008010789
rio grande de norte;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;nao;a favor;nao_tem_companh;nao_tem_companh;nao tem filhos;nao_tem_filhos;nao_tem_filhos; ;nao_tem_filhos;quero_ter_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;masculino;de 16 a 19;ensino_medio;ate 2 sm;sem religiao ou crenca;0,008010789
rio grande de norte;nordeste;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;nao;a favor;nao_tem_companh;nao_tem_companh;nao tem filhos;nao_tem_filhos;nao_tem_filhos; ;nao_tem_filhos;quero_ter_filhos;sim;sou_membro_de_assoc;alto;sou_membro_de_assocalto;nao_apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;masculino;de 20 a 29;ensino_medio;ate 2 sm;outra;0,008010789
rio grande de norte;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;simmulheres_engajados/as_feministas;faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;suficientes;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;nao tem filhos;nao_tem_filhos;nao_tem_filhos; ;nao_tem_filhos;quero_ter_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;nao;nao_nunca_pensou;masculino;de 40 a 49;ensino_fundamental;mais de 5 a 10 sm;evangelica;0,008010789
rio grande de norte;nordeste;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;simhomens_engajados/as_patriarcado;faz_diferenca;nao;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;nao influencia;conhece;insuficientes;discorda;sim;contra;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;sou_membro_de_assoc;medio;sou_membro_de_assocmedio;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;de 30 a 39;ensino_medio;ate 2 sm;catolica;0,008010789
rio grande de norte;nordeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;falta de apoio da familia;outro;outro;outro;outro;falta de apoio da familia;nao influencia;conhece;insuficientes;discorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;nao_apoiaria;sim;nao_nunca_pensou;masculino;de 50 a 59;ensino_superior;mais de 5 a 10 sm;catolica;0,008010789
rio grande do sul;sul;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;suficientes;concorda;sim;contra;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;apoiaria;nao_apoiaria;nao;nao_nunca_pensou;masculino;de 40 a 49;ensino_fundamental;mais de 2 a 5 sm;catolica;0,027471342
rio grande do sul;sul;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;nao influencia;conhece;suficientes;discorda;nao;contra;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;de 40 a 49;ensino_superior;mais de 5 a 10 sm;evangelica;0,027471342
rio grande do sul;sul;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;conhece;insuficientes;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;de 50 a 59;ensino_fundamental;mais de 2 a 5 sm;catolica;0,027471342
rio grande do sul;sul;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;nao influencia;conhece;insuficientes;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;nao tem filhos;nao_tem_filhos;nao_tem_filhos; ;nao_tem_filhos;nao_quero_ter_fihos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;nao_apoiaria;nao_apoiaria;nao;nao_nunca_pensou;masculino;60 anos ou mais;ensino_superior;mais de 10 sm;catolica;0,027471342
rio grande do sul;sul;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;simmulheres_engajados/as_feministas;faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;nao tem filhos;nao_tem_filhos;nao_tem_filhos; ;nao_tem_filhos;quero_ter_filhos;sim;sou_membro_de_assoc;alto;sou_membro_de_assocalto;apoiaria;nao_tem_companh;nao_tem_companh;sim;sim_mas_nunca_se_candidatou;masculino;de 40 a 49;ensino_superior;mais de 10 sm;sem religiao ou crenca;0,027471342
rio grande do sul;sul;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;nao influencia;conhece;na;discorda;nao;contra;nao_tem_companh;nao_tem_companh;nao tem filhos;nao_tem_filhos;nao_tem_filhos; ;nao_tem_filhos;quero_ter_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;sim_mas_nunca_se_candidatou;masculino;de 20 a 29;ensino_medio;ate 2 sm;outra;0,027471342
rio grande do sul;sul;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;de 40 a 49;ensino_medio;mais de 5 a 10 sm;catolica;0,027471342
rio grande do sul;sul;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;na;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;na;nao;nao_nunca_pensou;masculino;60 anos ou mais;ensino_medio;mais de 2 a 5 sm;catolica;0,027471342
rio grande do sul;sul;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;outro;tarefas_domesticas;tempo dedicado as tarefas domesticas;influencia;conhece;suficientes;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;sim_mas_nunca_se_candidatou;masculino;de 40 a 49;ensino_fundamental;mais de 2 a 5 sm;catolica;0,027471342
rio grande do sul;sul;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;nao influencia;nao_conhece;voce desconhece a legislacao;discorda;sim;a favor;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_comp;filhos_peq_cuida_comp;ja_tenho_filhos;sim;sou_membro_de_assoc;alto;sou_membro_de_assocalto;apoiaria;apoiaria;apoiaria;nao;nao_nunca_pensou;masculino;de 50 a 59;ensino_superior;mais de 10 sm;catolica;0,027471342
rio grande do sul;sul;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;suficientes;discorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;sim_e_ja_se_candidatou;masculino;60 anos ou mais;ensino_superior;mais de 10 sm;espirita;0,027471342
rio grande do sul;sul;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;nao_conhece;voce desconhece a legislacao;discorda;nao;contra;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;sim_mas_nunca_se_candidatou;masculino;60 anos ou mais;ensino_medio;mais de 5 a 10 sm;evangelica;0,027471342
rio grande do sul;sul;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;nao influencia;nao_conhece;voce desconhece a legislacao;discorda;sim;contra;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;de 50 a 59;ensino_medio;mais de 2 a 5 sm;catolica;0,027471342
rio grande do sul;sul;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;conhece;insuficientes;discorda;na;a favor;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;apoiaria;nao_apoiaria;nao;nao_nunca_pensou;masculino;60 anos ou mais;ensino_fundamental;ate 2 sm;catolica;0,027471342
rio grande do sul;sul;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;conhece;suficientes;discorda;na;contra;na;na;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;na;sou_membro_de_assoc;medio;sou_membro_de_assocmedio;apoiaria;na;na;sim;sim_mas_nunca_se_candidatou;masculino;60 anos ou mais;ensino_superior;na;catolica;0,027471342
rio grande do sul;sul;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;conhece;suficientes;concorda;sim;contra;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;sou_membro_de_assoc;medio;sou_membro_de_assocmedio;nao_apoiaria;apoiaria;apoiaria;nao;sim_mas_nunca_se_candidatou;masculino;de 40 a 49;ensino_superior;mais de 10 sm;catolica;0,027471342
rio grande do sul;sul;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;na;conhece;suficientes;concorda;sim;a favor;tem_companh;outro_arranjo;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;nao;sou_membro_de_assoc;alto;sou_membro_de_assocalto;apoiaria;apoiaria;nao_apoiaria;nao;sim_e_ja_se_candidatou;masculino;60 anos ou mais;ensino_medio;mais de 10 sm;catolica;0,027471342
rio grande do sul;sul;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;suficientes;discorda;sim;contra;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_comp;filhos_peq_cuida_comp;ja_tenho_filhos;sim;sou_membro_de_assoc;medio;sou_membro_de_assocmedio;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;de 40 a 49;ensino_superior;mais de 10 sm;evangelica;0,027471342
rio grande do sul;sul;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;nao influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;contra;nao_tem_companh;nao_tem_companh;nao tem filhos;nao_tem_filhos;nao_tem_filhos; ;nao_tem_filhos;quero_ter_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;masculino;de 20 a 29;ensino_medio;mais de 2 a 5 sm;espirita;0,027471342
rio grande do sul;sul;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;sou_membro_de_assoc;medio;sou_membro_de_assocmedio;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;de 50 a 59;ensino_fundamental;ate 2 sm;catolica;0,027471342
rio grande do sul;sul;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;discorda;sim;contra;tem_companh;tem_companh_divisao_igual;nao tem filhos;nao_tem_filhos;nao_tem_filhos; ;nao_tem_filhos;nao_quero_ter_fihos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;nao_apoiaria;nao;nao_nunca_pensou;masculino;de 20 a 29;ensino_superior;mais de 2 a 5 sm;sem religiao ou crenca;0,027471342
